Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity,Conditions
,"Dublin, L, IE","Dublin, L, IE",01/01/2013,45,36.5,40.5,29.2,,,,13,,28.7,84.47,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/02/2013,52.9,43.9,49.9,39.3,,0.1,,15.1,,63,93.22,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/03/2013,54.1,50.5,51.7,,,,,12.3,,55.2,90.82,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/04/2013,51.1,45.8,49.4,43.8,,,,16.4,,65.2,86.87,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/05/2013,52.4,46.6,50.1,43,,,,16.1,,47.8,88.55,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/06/2013,51.9,45.8,49.9,42,,,,16,,55.5,90.99,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/07/2013,53.1,49.3,51.2,44.3,,0.3,,17.7,,59.1,93.19,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/08/2013,53.2,35.2,46.4,32.4,,0.1,,14.4,,27.3,90.21,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/09/2013,42.7,29.5,35.1,26.8,,,,7.3,,17.2,94.3,Clear
,"Dublin, L, IE","Dublin, L, IE",01/10/2013,47.9,36,40.8,30.6,,,,13.7,,31.7,88.5,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/11/2013,47.9,33.9,40.7,27.6,,,,11.9,,27.1,91.14,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/12/2013,45,33.6,41.4,30.5,,,,14.6,,47.8,87.58,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/13/2013,41.3,27.7,34.1,23.8,,0.1,,8.3,,34.8,95.48,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/14/2013,44.2,36.5,40.5,29.2,,0.1,,12.9,,32.8,87.08,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/15/2013,40.3,30.6,36.1,26.5,,,,11.8,,37.2,89.47,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/16/2013,42.7,37.5,40.7,30.2,,0.5,,11.9,,56.2,94.31,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/17/2013,47.4,39.9,43.9,36.5,,0.1,,22.4,,55,94,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/18/2013,46.5,38.8,42.1,30.5,,0.5,,22.6,,54.8,90.69,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/19/2013,39.1,32.4,36.6,28.1,,0.2,,8.1,,57.2,92.38,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/20/2013,36,31.4,34.3,26.2,,,,11.4,,78.4,81.58,Overcast
,"Dublin, L, IE","Dublin, L, IE",01/21/2013,38,27.5,33.5,25.2,,,,11,,45.7,87.21,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/22/2013,33.3,23.6,27.6,21.2,,,,7.9,,34.5,95.02,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/23/2013,37.7,29,33.2,22.3,,,,11.9,,52.2,89.32,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/24/2013,40.8,27.5,34.8,23.5,,,,12,,40.6,89.87,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/25/2013,47.4,41.1,44.3,34.2,,0.6,,23.2,,55.4,88.61,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/26/2013,53.3,37.8,44.8,32.2,,0.3,,23.5,,43.4,88.26,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/27/2013,48.3,36.4,40.3,28.2,,0.4,,25.1,40.3,30.9,82.77,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/28/2013,51.2,36.4,44.3,27.9,,0.5,,34,62.6,51.6,78.63,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/29/2013,56.1,43.3,47.7,37.6,,0.1,,28.2,47,50.2,84.53,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",01/30/2013,46.8,41.4,44.7,35.3,,,,36,62.6,40.7,76.16,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",01/31/2013,47.7,40.6,44,32.2,,0.4,,26.7,60.4,27.5,76.36,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",02/01/2013,45.8,37.7,41.1,30.4,,0.1,,19.8,,40.8,81.83,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",02/02/2013,45.7,34.2,39.1,28.7,,,,10.7,,36.2,82.64,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/03/2013,50.2,41.1,47.6,34.5,,0.1,,17.4,,62.7,92.77,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",02/04/2013,49.5,35.2,43.1,24.1,,0.1,,25.7,58.2,43,76.2,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",02/05/2013,45,33,38.5,21.8,,0.2,,23.5,53.7,35.3,82,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",02/06/2013,43.9,32.7,38.2,27.6,,,,15.1,,11.9,77.59,Clear
,"Dublin, L, IE","Dublin, L, IE",02/07/2013,46.5,32.9,38.9,26.8,,0.1,,22.7,,43.2,88.09,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",02/08/2013,48.6,39,42.5,33.9,,,,11.4,,42.1,84.12,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/09/2013,48,42.2,44.5,37.5,,,,9.8,,69.2,91.37,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/10/2013,45.7,40.4,43,34.2,,0.3,,12.5,,53.9,89.27,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",02/11/2013,41.3,37,39.2,32.7,,0.4,,11.2,,57.3,92.16,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",02/12/2013,43.7,37.8,40.2,33.4,,0.1,,10.4,,51.1,92.98,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",02/13/2013,52.7,40.3,47.1,33.5,,0.6,,15.9,,58.5,93.66,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",02/14/2013,49.1,38.8,44.2,33.5,,0.1,,17.1,,19.6,85.74,"Rain, Clear"
,"Dublin, L, IE","Dublin, L, IE",02/15/2013,48.4,36,42.2,30.8,,,,9.3,,44.7,86.46,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/16/2013,50.6,44.5,47.6,39.5,,,,17.9,,51.2,87.96,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/17/2013,48.7,42.6,46.2,33.8,,,,22.5,,38.2,76.18,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/18/2013,46.3,41.3,43.5,33.9,,,,23.4,,43,76.67,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/19/2013,48.1,36.5,43.1,30.2,,,,13.3,,32.5,81.24,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/20/2013,45.3,34.6,40.1,30.3,,,,20.3,,29.2,81.42,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/21/2013,41.5,35,37.6,26.6,,,,19.9,,71.3,71.07,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/22/2013,36,32.8,34.1,23.6,,,,13.5,,91.2,65.09,Overcast
,"Dublin, L, IE","Dublin, L, IE",02/23/2013,36.9,31.8,33.6,28.3,,,,6.8,,87.1,77.85,Overcast
,"Dublin, L, IE","Dublin, L, IE",02/24/2013,41.6,26,33.3,20.6,,,,8.4,,26.6,77.42,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/25/2013,45,24,33.6,21,,,,8.4,,14.7,77.8,Clear
,"Dublin, L, IE","Dublin, L, IE",02/26/2013,44.7,27,36.2,23.9,,,,8.8,,52.2,84.99,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/27/2013,42.6,36.3,39.5,29.6,,,,8.9,,68.1,86.13,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",02/28/2013,42.5,33.6,36.8,26.3,,,,10.2,,53.4,89.56,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/01/2013,48.6,32.5,40.8,31.5,,,,12,,46.1,82.21,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/02/2013,45.1,27,35.4,25.6,,,,5.8,,41.1,81.14,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/03/2013,44.4,33,37.9,29.7,,,,12,,67.9,80.52,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/04/2013,41.5,37.4,39.7,31.1,,,,11.5,,69.2,81.36,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/05/2013,51,29.9,40.2,26.7,,,,9.7,,50.3,81.88,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/06/2013,48,41.3,45.3,37.6,,0.2,,13.2,,64.8,90.02,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",03/07/2013,48.7,45.9,47.4,40.9,,0.1,,13.2,,60.1,91.93,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",03/08/2013,53.7,45.5,49.7,41.5,,0.2,,14.8,,49.3,90.2,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",03/09/2013,53.8,41.7,48.1,34,,,,17.7,,51.8,85.84,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/10/2013,41.6,34.1,38.8,23.6,,0.1,,20.8,,63.1,73.77,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",03/11/2013,33.3,27.6,30.4,15.3,,0.1,,22.1,42.5,34.9,72.84,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",03/12/2013,40.1,23.9,32.7,17,,,,12.1,,30,71.7,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/13/2013,45.3,29.5,37.2,25.8,,0.1,,10.8,,25.2,84.62,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",03/14/2013,47.5,28.4,38.1,23.5,,,,15.1,,31.7,85.5,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/15/2013,45.3,34.5,40.7,29.5,,0.2,,18.2,,41.3,84.25,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",03/16/2013,44.7,28.1,36.3,24.8,,,,9.3,,17.9,81.76,Clear
,"Dublin, L, IE","Dublin, L, IE",03/17/2013,45.1,30.3,37.1,24.6,,0.1,,16.4,,39,87.79,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",03/18/2013,43.1,33,37.6,28,,,,8.8,,52.6,87.5,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/19/2013,38.3,31.4,35.2,25.6,,,,10.3,,49.1,86.54,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/20/2013,45.1,30.4,37.9,29.2,,,,7.9,,42.3,79.57,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/21/2013,42.1,35.7,40.4,28.7,,0.1,,26.5,,64,84.86,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",03/22/2013,47.2,42.7,45.3,33.8,,0.8,,23.7,,58.1,91.55,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",03/23/2013,42.7,38,40.5,29.9,,,,17.7,,58.1,86.02,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/24/2013,37.6,34.9,35.9,26.9,,,,14.6,,68.3,75.74,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/25/2013,38.3,32.7,35.7,24.7,,,,16.5,,62.3,64.6,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/26/2013,38.1,29.5,33.6,23.3,,,,12.9,,49.3,75.9,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/27/2013,37.8,28.1,32.7,21,,,,14.6,,38,81.1,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/28/2013,39.9,27,33.8,20.5,,,,16.3,,28.9,70.63,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/29/2013,40.4,31.9,36.1,24.6,,,,17.7,,63.2,60.11,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",03/30/2013,41.9,32.6,36.9,27,,,,14,,68.1,58.11,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",04/01/2013,39.1,35.6,37.6,26.3,,,,21.1,,69,62.53,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",04/02/2013,46.5,33.8,39.4,25.5,,,,15.5,,33.1,57.06,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",04/03/2013,47.9,26.2,37.4,22.4,,,,16.1,,4.8,62.37,Clear
,"Dublin, L, IE","Dublin, L, IE",04/04/2013,46.5,25.9,36.7,19.7,,,,16.5,,8.9,61.62,Clear
,"Dublin, L, IE","Dublin, L, IE",04/05/2013,46.7,27.1,36.6,21.1,,,,13.9,,12.8,68.13,Clear
,"Dublin, L, IE","Dublin, L, IE",04/06/2013,50.6,24.6,37.9,19,,,,14.6,,6.6,68.03,Clear
,"Dublin, L, IE","Dublin, L, IE",04/07/2013,44.2,35,40,29,,,,20,,50.4,72.67,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",04/08/2013,48.5,37.9,43.3,30.8,,,,20.1,,48.4,62.31,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",04/09/2013,46.2,36.3,41.8,28.7,,,,17.3,,39.9,68.81,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",04/10/2013,49.9,38.5,43.7,35.2,,0.1,,11.3,,62.8,81.77,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",04/11/2013,50.4,42.8,45.6,36.7,,0.4,,12,,46.8,87.95,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",04/12/2013,52.5,39.4,45.7,35.8,,,,13,,37.8,79.78,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",04/13/2013,54.3,34.5,45.4,29.5,,0.1,,20.6,,45.2,89.63,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",04/14/2013,56,48.2,52.3,41.4,,0.2,,29.6,,62.6,79.72,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",04/15/2013,56.8,48.4,51.4,40.2,,0.1,,28.1,,48.6,77.11,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",04/16/2013,55.4,44,50.4,39.8,,0.2,,25.8,,36.6,63.05,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",04/17/2013,56.8,46.2,51.1,38.5,,0.4,,32.2,60.4,65.2,85.97,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",04/18/2013,50.7,43.3,46.6,37.2,,0.2,,32.3,55.9,42.2,80.27,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",04/19/2013,54.5,39.2,46.5,34.2,,0.1,,10.7,,22.3,75.25,"Rain, Clear"
,"Dublin, L, IE","Dublin, L, IE",04/20/2013,55.4,38,46.9,33,,,,15.7,,25.6,76.04,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",04/21/2013,51.8,43.5,47.6,38.3,,0.2,,19.1,,43.7,78.11,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",04/22/2013,56.6,44.9,49.9,39.5,,0.1,,20.8,,44.2,84.4,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",04/23/2013,60.2,47.9,53.5,43.2,,,,15.7,,46.8,79.8,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",04/24/2013,54.5,47.6,52.1,44.7,,0.1,,15.8,,56.9,88.05,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",04/25/2013,53.5,41.9,47,36.8,,0.5,,15.7,,47,79.75,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",04/26/2013,47.4,37,42,30.8,,,,17,,19.1,75.38,Clear
,"Dublin, L, IE","Dublin, L, IE",04/27/2013,53.5,35.3,43.9,28.5,,,,11.7,,28.1,68.61,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",04/28/2013,51.5,43,47.1,36.5,,,,20.4,,55.6,75.56,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",04/29/2013,52.5,40.4,45.8,32.9,,0.1,,19.2,,18.7,72.2,"Rain, Clear"
,"Dublin, L, IE","Dublin, L, IE",04/30/2013,52.6,33.4,44.5,33,,,,8.7,,23.5,73.57,Clear
,"Dublin, L, IE","Dublin, L, IE",05/01/2013,57.1,41,48.7,35.7,,,,11.5,,49.7,73.3,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",05/02/2013,56.8,39.1,49.2,35.8,,,,13.7,,77.1,75.09,Overcast
,"Dublin, L, IE","Dublin, L, IE",05/03/2013,56.6,47.2,52,41.4,,,,21.8,40.3,85.6,78.91,Overcast
,"Dublin, L, IE","Dublin, L, IE",05/04/2013,57,44.1,50.6,38.4,,0.1,,21.3,,61.1,79.02,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",05/05/2013,59.4,50.6,54.5,,,,,15.1,,86.8,78.66,Overcast
,"Dublin, L, IE","Dublin, L, IE",05/06/2013,60.4,48.7,54.2,46.2,,,,12.1,,74.7,78.25,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",05/07/2013,60.6,47.5,54.2,44.9,,,,21.7,,71.3,77.71,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",05/08/2013,55.3,45.6,51.1,37.7,,0.3,,25.2,40.5,70.3,84.28,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",05/09/2013,51.6,44.5,48.2,36.1,,,,25.5,40.3,82.9,79.95,Overcast
,"Dublin, L, IE","Dublin, L, IE",05/10/2013,53.2,42.8,49.1,39.1,,,,21.2,,67.9,79.56,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",05/11/2013,52,42.9,47.5,38,,,,22.8,42.5,57.6,77.84,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",05/12/2013,53.3,42.8,49.1,37.5,,,,19.8,,75.8,86.73,Overcast
,"Dublin, L, IE","Dublin, L, IE",05/13/2013,51,41.7,45.4,34.6,,0.1,,25.1,42.5,37.3,76.34,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",05/14/2013,52.5,38.7,45.4,33.8,,,,14.8,,51.8,77.88,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",05/15/2013,50.5,39.8,45.4,33.6,,0.1,,18.1,,53.3,74.42,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",05/16/2013,50.1,41.1,44.7,36.7,,0.4,,8.5,,83,85.3,"Rain, Overcast"
,"Dublin, L, IE","Dublin, L, IE",05/17/2013,54.9,36.6,46.9,34,,0.1,,11.5,,44.8,79.08,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",05/18/2013,53.3,39.6,47.2,35.3,,,,14,,76,85.6,Overcast
,"Dublin, L, IE","Dublin, L, IE",05/19/2013,58.2,47.8,52.7,46.9,,,,6.2,,92.9,82.43,Overcast
,"Dublin, L, IE","Dublin, L, IE",05/20/2013,55,50.4,52.7,,,,,13.2,,97.2,86.84,Overcast
,"Dublin, L, IE","Dublin, L, IE",05/21/2013,60.7,47.5,53.2,43.3,,,,14.2,,78.7,77.06,Overcast
,"Dublin, L, IE","Dublin, L, IE",05/22/2013,56.3,46.8,51.1,42.4,,,,16.9,,70.7,70.6,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",05/23/2013,53.7,40.2,47.4,34.7,,,,20.2,40.3,46.3,67.46,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",05/24/2013,55.5,42.8,48.2,37,,,,17.6,,66.2,67.2,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",05/25/2013,58.8,41.8,50.7,39.7,,,,11.3,,67,75.6,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",05/26/2013,59.2,48.1,53.3,47,,,,17.6,,78.7,81.61,Overcast
,"Dublin, L, IE","Dublin, L, IE",05/27/2013,54.1,45.2,50.3,41,,0.3,,18.8,,62.2,79.85,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",05/28/2013,55.3,42.7,49.2,38.8,,,,14.5,,50.6,83.96,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",05/29/2013,66.7,47,55.7,42.6,,,,15.5,,42.3,72.11,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",05/30/2013,63.3,44.4,55.2,41.2,,,,14.9,,12.1,72.36,Clear
,"Dublin, L, IE","Dublin, L, IE",05/31/2013,57.9,45.1,53.6,41.7,,,,11.9,,76.9,79.37,Overcast
,"Dublin, L, IE","Dublin, L, IE",06/01/2013,58.4,45.3,52.1,42.6,,,,13.8,,65.4,76.85,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",06/02/2013,61.6,43.9,53.9,40.9,,,,7.3,,63.1,80,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",06/03/2013,64,52.8,58.7,,,,,7,,83.3,79.16,Overcast
,"Dublin, L, IE","Dublin, L, IE",06/04/2013,69.9,46.6,59.2,46.2,,,,11.9,,5.2,64.44,Clear
,"Dublin, L, IE","Dublin, L, IE",06/05/2013,69.4,41.4,57.3,48.3,,,,12.8,,12.4,68.43,Clear
,"Dublin, L, IE","Dublin, L, IE",06/06/2013,69.9,44.2,58.5,42.1,,,,11.1,,13.3,69.2,Clear
,"Dublin, L, IE","Dublin, L, IE",06/07/2013,72.3,42.7,60.1,41.6,,,,13.6,,9,67.92,Clear
,"Dublin, L, IE","Dublin, L, IE",06/08/2013,73.7,42.6,60.7,43.8,,,,8.5,,4.6,65.32,Clear
,"Dublin, L, IE","Dublin, L, IE",06/09/2013,71.6,46.9,61.1,45.8,,,,13.2,,4.6,63.87,Clear
,"Dublin, L, IE","Dublin, L, IE",06/10/2013,60.4,49.1,54.4,45.4,,,,21.3,,64.6,79.66,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",06/11/2013,61.4,51.9,56.1,,,0.1,,16.4,,85.8,89.04,"Rain, Overcast"
,"Dublin, L, IE","Dublin, L, IE",06/12/2013,59.6,49.9,54.6,48.2,,0.4,,9.5,,75.4,88.28,"Rain, Overcast"
,"Dublin, L, IE","Dublin, L, IE",06/13/2013,60.1,50,54.7,,,0.3,,18.5,,63.4,80.28,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",06/14/2013,57.8,48.5,53,44.6,,0.5,,22.3,,81.5,84.45,"Rain, Overcast"
,"Dublin, L, IE","Dublin, L, IE",06/15/2013,59.2,44.5,51.5,39.2,,0.2,,18.4,,54.4,84.08,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",06/16/2013,58,49.2,53.4,46.2,,0.1,,11.5,,82.9,83.89,"Rain, Overcast"
,"Dublin, L, IE","Dublin, L, IE",06/17/2013,63.2,52.2,56.8,,,0.2,,10,,75,85.04,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",06/18/2013,66.7,45.9,56,,,,,9.1,,39.6,82.92,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",06/19/2013,64.2,47.9,56.7,47.2,,,,10.5,,44.1,75.57,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",06/20/2013,65.4,51.8,58.7,,,,,10.7,,73.4,78.66,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",06/21/2013,62.7,53.6,56.8,,,,,15.7,,80.1,80.1,Overcast
,"Dublin, L, IE","Dublin, L, IE",06/22/2013,58.4,52.2,55.5,,,0.1,,21.3,,71.9,81.91,"Rain, Partially cloudy"
,"Dublin, L, IE","Dublin, L, IE",06/23/2013,57.5,49.6,54.2,46.4,,,,22.8,38,70.7,76.53,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",06/24/2013,61.1,45.5,53.9,42.1,,,,9.7,,56.3,75.01,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",06/25/2013,62.6,49.4,56.7,49.1,,,,11.1,,75.4,80.91,Overcast
,"Dublin, L, IE","Dublin, L, IE",06/26/2013,64.2,51.2,57.7,,,,,8.3,,65,71.95,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",06/27/2013,67.4,47.3,57.4,45.5,,,,15,,71.3,85.79,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",06/28/2013,60.8,54.6,58,,,,,18,,90.2,89.56,Overcast
,"Dublin, L, IE","Dublin, L, IE",06/29/2013,66.7,52.2,58.9,,,,,16.2,,82.4,85.51,Overcast
,"Dublin, L, IE","Dublin, L, IE",06/30/2013,60.4,53.7,57.8,,,,,18.6,,87.5,77.59,Overcast
,"Dublin, L, IE","Dublin, L, IE",07/01/2013,61.6,51.1,56,,,,,14.4,,79.2,73.61,Overcast
,"Dublin, L, IE","Dublin, L, IE",07/02/2013,61.3,52.4,55.7,,,0.2,,14.9,,84.2,89.11,"Rain, Overcast"
,"Dublin, L, IE","Dublin, L, IE",07/03/2013,65.3,53,58.8,,,,,12.6,,80.6,83.94,Overcast
,"Dublin, L, IE","Dublin, L, IE",07/04/2013,60.7,51.5,58.8,,,,,19.2,,68.9,78.14,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",07/05/2013,69.4,48.9,58.5,46.6,,,,10.4,,40.4,77.77,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",07/06/2013,73.1,50,62.1,,,,,9.8,,50.4,76.47,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",07/07/2013,74.7,59.9,65.7,,,,,5.4,,65,83.68,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",07/08/2013,81.2,54.5,68.9,,82.2,,,7.9,,9.4,72.93,Clear
,"Dublin, L, IE","Dublin, L, IE",07/09/2013,82.4,55.5,70.5,,83.2,,,9.5,,5.9,71.76,Clear
,"Dublin, L, IE","Dublin, L, IE",07/10/2013,81.9,57.6,70.8,,81.5,,,7,,5.9,68.9,Clear
,"Dublin, L, IE","Dublin, L, IE",07/11/2013,81.2,54.2,68.6,,82.3,,,7,,4.3,74.2,Clear
,"Dublin, L, IE","Dublin, L, IE",07/12/2013,81.4,58.1,69,,81.4,,,8,,13.1,73.65,Clear
,"Dublin, L, IE","Dublin, L, IE",07/13/2013,76.7,54.5,66.4,,,,,8.5,,13.3,78.03,Clear
,"Dublin, L, IE","Dublin, L, IE",07/14/2013,75.8,53.7,64.3,,,,,9.6,,30.6,79.25,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",07/15/2013,67.1,57.4,62,,,,,8.3,,85.6,74.76,Overcast
,"Dublin, L, IE","Dublin, L, IE",07/16/2013,71.7,57.8,64.7,,,,,8,,84.4,73.43,Overcast
,"Dublin, L, IE","Dublin, L, IE",07/17/2013,75.6,58.6,67,,,,,7.3,,51.3,71.42,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",07/18/2013,79.9,56.5,67.6,,,,,7.7,,28.5,73.83,Partially cloudy
,"Dublin, L, IE","Dublin, L, IE",07/19/2013,83.4,53.8,69.7,,82.8,,,10,,5.1,66.81,Clear
